# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 3.9945731495863277,6.962546097092245,4.467065578391465,-126.49332475465809,0.21580641632843,1.5594613290081794,-64.41582136835859,-50.9732925197111,-809.1411724187265,-20.38648424575627
 4.001835063739737,6.961452676946168,4.465866838670065,-132.3692384867517,0.23104871414801692,2.0989366574143973,-56.19713081818608,-51.12133741819361,-756.6351012544623,-22.36062306961145
 4.008906856425116,6.960194991818077,4.464723235711758,-137.7200050613043,0.24970130472212676,2.63760426867055,-48.11490487493336,-51.279467108857816,-699.0004017812648,-24.432412529054826
 4.015790724816528,6.958774290206702,4.463634346521117,-142.53183183271022,0.2703529098963615,3.0000000000000724,-40.69512609188142,-51.4476566211925,-636.6871631584677,-26.43792766936747
 4.022531902762101,6.957191820610774,4.4625997481027095,-146.82385329522398,0.29057644373308156,2.9999999999998352,-34.18517517615934,-51.62587939612391,-572.7119051555352,-28.28722409015548
 4.029186069091256,6.955448831529021,4.461619017461109,-150.63477357081618,0.3105389427205462,2.999999999999925,-28.638884687714526,-51.81410729020989,-511.4431878910738,-30.01237764654774
 4.035790120666519,6.953546571460173,4.460691731600887,-154.01237076146555,0.33035109744633306,2.999999999999874,-23.999376065216072,-52.01231058008395,-455.13739289795,-31.640930722986308
 4.042368542423051,6.951486288902961,4.459817467526613,-157.00645648911674,0.35008636271592997,3.0000000000000844,-20.159273473630936,-52.22045796714897,-404.6763318792507,-33.19546576629504
 4.04893747014667,6.949269232356116,4.4589958022428595,-159.66474606469058,0.36979314588678575,3.000000000000042,-16.99736455107567,-52.43851658251961,-360.1338191913817,-34.69394851805802
 4.055507359693097,6.946896650318366,4.4582263127541975,-162.03078547871104,0.3895028145260671,2.999999999999848,-14.397801715486551,-52.66645199221269,-321.1575046154426,-36.150393333372584
 4.062084776657258,6.944369791288441,4.457508576065196,-164.14317229773627,0.40923506541855076,3.0000000000000844,-12.258408197209725,-52.90422820258471,-287.2043211957115,-37.57559313739795
 4.068673613792194,6.941689903765071,4.45684216918043,-166.03551479454475,0.42900157682335893,2.9999999999998903,-10.492969221228844,-53.15180766601566,-257.6753560972375,-38.977790659684985
 4.075275927993875,6.938858236246988,4.456226669104468,-167.73676845752865,0.4488085194284,2.999999999999857,-9.030577950366503,-53.40915128683823,-231.9872744336172,-40.36324562773684
 4.081892520305018,6.935876037232919,4.455661652841881,-169.27173367382903,0.4686582963618271,2.9999999999999245,-7.813771158927313,-53.67621842751147,-209.60608821568925,-41.736692107624485
 4.088523340179598,6.932744555221598,4.4551466973972405,-170.66159388940264,0.48855075598556646,2.999999999999841,-6.796351132780322,-53.95296691503794,-190.05973340699393,-43.101697254076555
 4.0951677683768715,6.92946503871175,4.454681379775118,-171.9244321412184,0.5084840405773885,3.0000000000001252,-5.941311417439539,-54.23935304762328,-172.93940009636,-44.460938155248954
 4.101824815354163,6.926038736202107,4.4542652769800855,-173.07569785188457,0.5284551815092645,3.000000000000017,-5.219029738414965,-54.53533160157725,-157.8953766435545,-45.81641345820729
 4.108493260433492,6.922466896191401,4.4538979660167115,-174.128614499312,0.5484605167472508,3.0000000000001665,-4.605765783108628,-54.840855838455106,-144.63061712023134,-47.16960433162462
